,position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
15937,Midfielder,55,55,130000.0,2000.0,28,177,64,Tianjin Jinmen Tiger FC,Chinese Super League,2021.0,China PR,Right,2,2,1,Medium/Low,65.0,42.0,54.0,57.0,36.0,43.0,49,41,35,61,39,55,48,42,60,58,66,65,61,51,75,49,51,35,47,39,43,27,46,47,42,56,38,40,36
15938,Defender,55,68,300000.0,2000.0,20,177,73,Mansfield Town,English League Two,2022.0,Republic of Ireland,Left,2,2,1,Medium/Medium,59.0,40.0,45.0,50.0,54.0,55.0,48,33,42,49,40,49,56,49,40,44,62,57,64,47,72,60,48,62,50,40,61,51,38,35,31,39,53,60,56
15939,Forward,55,69,300000.0,2000.0,19,183,70,SV Darmstadt 98,German 2. Bundesliga,2022.0,Germany,Left,2,2,1,Medium/Medium,53.0,55.0,45.0,57.0,23.0,49.0,33,59,58,53,43,53,40,30,39,58,51,55,69,53,65,55,63,55,49,49,39,13,58,54,57,49,13,29,19
15940,Forward,55,68,325000.0,2000.0,21,183,74,Luton Town,English League Championship,2022.0,England,Right,3,2,1,Medium/Medium,77.0,53.0,36.0,52.0,19.0,55.0,29,58,54,43,37,49,33,28,31,50,75,78,74,53,64,52,60,50,65,47,33,16,49,38,58,40,13,16,13
15941,Midfielder,55,67,300000.0,500.0,21,172,72,Derry City,Rep. Ireland Airtricity League,2022.0,Northern Ireland,Right,3,3,1,Medium/Medium,66.0,48.0,53.0,57.0,50.0,56.0,52,45,42,58,43,53,43,42,54,55,68,64,69,54,74,52,60,63,52,53,55,52,48,52,46,57,50,52,49
15942,Defender,55,70,275000.0,1000.0,20,186,83,Ulsan Hyundai FC,Korean K League 1,2022.0,Korea Republic,Left,3,2,1,Low/Medium,64.0,27.0,38.0,39.0,53.0,66.0,31,20,58,44,30,29,30,31,46,45,60,68,45,48,59,43,66,64,70,25,56,54,31,33,25,42,50,53,52
15943,Midfielder,55,64,275000.0,1000.0,19,184,73,SV Ried,Austrian Football Bundesliga,2025.0,Austria,Left,2,3,1,High/Medium,66.0,48.0,49.0,60.0,26.0,51.0,50,52,34,52,43,62,48,39,45,60,68,65,66,47,66,51,43,34,68,36,33,30,49,48,51,43,24,22,26
15944,Midfielder,55,69,300000.0,500.0,20,169,68,Derry City,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Right,3,2,1,Medium/Medium,78.0,42.0,48.0,58.0,20.0,34.0,52,44,26,48,43,58,48,35,43,53,82,74,77,42,78,40,31,48,30,38,27,22,44,53,43,37,20,18,15
15945,Midfielder,55,75,350000.0,950.0,19,179,68,Huddersfield Town,English League Championship,2024.0,England,Right,2,2,1,High/Medium,66.0,38.0,53.0,55.0,45.0,51.0,37,34,51,64,36,53,33,38,58,56,67,65,59,54,61,42,50,65,45,39,51,43,53,56,46,48,40,48,45
15946,Forward,55,68,300000.0,1000.0,20,186,70,Milton Keynes Dons,English League One,2022.0,England,Right,3,2,1,Medium/Medium,68.0,51.0,45.0,54.0,32.0,59.0,38,54,55,51,42,52,43,39,39,54,67,69,64,51,59,50,61,61,64,49,44,33,54,46,50,50,31,27,21
15947,Defender,55,67,275000.0,500.0,19,184,74,Suwon Samsung Bluewings,Korean K League 1,2022.0,Korea Republic,Right,3,2,1,Medium/Medium,62.0,35.0,46.0,55.0,54.0,57.0,21,24,54,58,20,54,47,29,57,56,63,62,66,50,58,52,74,59,57,43,48,51,41,48,38,47,51,57,55
15948,Midfielder,55,72,325000.0,500.0,18,172,61,Sagan Tosu,Japanese J. League Division 1,2024.0,Japan,Right,3,2,1,Medium/Low,70.0,47.0,47.0,60.0,41.0,44.0,40,50,36,50,45,60,61,45,45,60,75,66,58,56,78,50,58,40,43,37,46,46,49,48,41,55,41,40,38
15949,Forward,55,68,300000.0,800.0,20,185,76,Hammarby IF,Swedish Allsvenskan,2023.0,Côte d'Ivoire,Left,2,2,1,Medium/High,70.0,53.0,36.0,52.0,20.0,59.0,33,55,58,42,38,47,28,24,26,56,65,74,60,47,70,53,62,53,72,51,31,18,51,42,54,47,17,14,12
15950,Midfielder,55,64,275000.0,500.0,22,172,69,Club Deportes Tolima,Colombian Liga Postobón,2025.0,Colombia,Left,3,2,1,Medium/Medium,56.0,46.0,52.0,53.0,47.0,47.0,51,52,40,57,37,49,31,28,50,55,55,57,59,60,78,39,59,60,44,44,36,49,51,56,41,41,48,49,44
15951,Midfielder,55,65,275000.0,500.0,20,166,65,Bengaluru FC,Indian Super League,2024.0,India,Right,3,2,1,Medium/Medium,77.0,34.0,51.0,56.0,47.0,68.0,37,27,40,59,26,48,30,41,58,54,82,72,85,59,76,43,38,81,63,40,71,49,39,55,39,56,44,52,45
15952,Midfielder,55,60,190000.0,2000.0,24,175,66,Abha Club,Saudi Abdul L. Jameel League,2025.0,Saudi Arabia,Left,3,2,1,Medium/Medium,74.0,46.0,49.0,56.0,23.0,48.0,50,51,37,48,38,56,45,47,47,55,75,73,59,50,74,43,53,48,52,40,37,20,51,51,49,51,21,24,22
15953,Defender,55,66,275000.0,2000.0,22,172,68,Al Faisaly,Saudi Abdul L. Jameel League,2024.0,Saudi Arabia,Right,3,2,1,Medium/Medium,67.0,39.0,47.0,51.0,49.0,51.0,51,38,46,51,36,46,43,42,43,48,64,69,68,51,80,43,60,63,47,32,45,49,48,43,46,51,47,51,54
15954,Defender,55,73,300000.0,6000.0,19,190,78,Chelsea,English Premier League,2022.0,Northern Ireland,Right,2,2,1,Low/Medium,51.0,32.0,36.0,38.0,56.0,60.0,33,26,56,42,34,35,31,29,37,38,49,53,40,45,52,48,62,52,66,28,53,56,25,33,33,45,54,57,57
15955,Midfielder,55,55,130000.0,500.0,28,163,65,NorthEast United FC,Indian Super League,2023.0,India,Right,5,2,1,High/Low,79.0,53.0,45.0,56.0,28.0,66.0,48,53,50,45,54,52,48,36,40,50,81,78,78,47,90,55,82,69,65,51,60,19,54,46,55,49,26,26,31
15956,Midfielder,55,64,275000.0,500.0,22,171,58,FC Goa,Indian Super League,2022.0,India,Right,3,2,1,Medium/Medium,63.0,43.0,50.0,60.0,51.0,59.0,36,42,45,59,41,59,36,38,54,58,59,66,70,50,85,44,60,69,57,45,49,49,52,54,40,51,51,52,53
15957,Midfielder,55,68,300000.0,1000.0,19,182,78,Walsall,English League Two,2022.0,England,Right,3,2,1,Medium/Medium,68.0,51.0,54.0,56.0,53.0,68.0,51,48,45,56,48,55,54,52,54,54,67,69,67,53,63,56,65,68,70,52,65,55,54,54,48,57,54,54,50
15958,Forward,55,71,325000.0,550.0,20,181,73,Mjällby AIF,Swedish Allsvenskan,2023.0,Sweden,Right,3,2,1,Medium/Medium,58.0,52.0,43.0,56.0,19.0,53.0,28,56,52,56,39,55,30,28,40,59,57,58,53,55,66,52,65,57,58,45,30,17,56,43,58,52,14,13,20
15959,Midfielder,55,69,300000.0,500.0,20,175,70,Mjällby AIF,Swedish Allsvenskan,2022.0,Sweden,Right,2,2,1,Medium/Medium,64.0,52.0,52.0,59.0,51.0,49.0,39,53,45,59,44,57,47,39,56,58,63,65,72,51,70,52,56,53,47,50,49,50,54,53,51,56,52,54,51
15960,Midfielder,55,75,350000.0,500.0,19,175,72,Club Nacional,Paraguayan Primera División,2022.0,Paraguay,Right,2,2,1,Medium/Medium,52.0,40.0,54.0,56.0,48.0,53.0,41,40,45,65,35,55,35,31,63,60,61,44,57,52,61,44,65,41,56,35,55,52,43,50,38,43,38,55,50
15961,Forward,55,69,300000.0,500.0,19,172,70,Club River Plate Asunción,Paraguayan Primera División,2025.0,Paraguay,Left,2,2,1,Medium/Medium,75.0,53.0,45.0,59.0,23.0,49.0,46,55,32,51,47,65,40,38,35,53,74,75,64,38,70,55,49,45,59,50,31,22,50,44,47,41,22,23,23
15962,Midfielder,55,72,325000.0,3000.0,20,178,76,Cardiff City,English League Championship,2023.0,Wales,Right,3,2,1,Medium/Medium,71.0,48.0,55.0,55.0,49.0,57.0,50,50,47,60,39,51,47,43,58,55,72,70,70,52,72,50,48,58,60,41,48,50,50,56,48,55,49,49,48
15963,Midfielder,55,73,325000.0,500.0,19,186,77,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,Left,2,2,1,Medium/Medium,64.0,46.0,50.0,56.0,47.0,58.0,35,48,62,61,33,53,44,44,46,61,61,67,62,57,58,49,55,61,57,38,56,55,61,53,41,37,35,50,38
15964,Defender,55,69,275000.0,500.0,19,185,71,Nagoya Grampus,Japanese J. League Division 1,2023.0,Japan,Right,3,2,1,Medium/Medium,55.0,27.0,41.0,45.0,53.0,64.0,32,23,51,52,23,35,26,28,47,55,49,60,54,40,58,38,63,53,70,24,63,48,21,32,31,43,50,60,55
15965,Midfielder,55,64,275000.0,1000.0,21,178,74,Pohang Steelers,Korean K League 1,2022.0,Korea Republic,Right,3,2,1,Medium/Medium,65.0,44.0,56.0,58.0,46.0,53.0,53,36,44,61,38,57,50,38,57,57,62,68,63,54,73,52,50,59,53,52,44,50,45,56,48,54,50,40,47
15966,Midfielder,55,61,200000.0,500.0,20,175,70,Waterford FC,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Right,3,2,1,Medium/High,63.0,50.0,56.0,56.0,52.0,64.0,53,49,48,59,44,53,52,49,56,55,65,61,69,55,73,55,59,60,66,50,65,52,52,54,50,55,52,54,52
15967,Forward,55,73,325000.0,550.0,19,170,63,FC Sion,Swiss Super League,2021.0,Japan,Left,3,3,1,High/Medium,68.0,55.0,44.0,68.0,20.0,37.0,31,57,48,49,48,68,51,40,38,65,67,68,81,47,91,54,41,50,31,56,35,19,49,52,50,53,16,18,13
15968,Forward,55,55,130000.0,550.0,29,182,82,Sligo Rovers,Rep. Ireland Airtricity League,2021.0,New Zealand,Right,4,4,1,High/Medium,63.0,56.0,44.0,54.0,24.0,64.0,34,60,52,53,52,53,32,27,37,56,61,64,56,48,56,53,71,54,74,50,50,22,56,52,58,50,24,17,21
15969,Defender,55,63,275000.0,1000.0,23,178,66,Colorado Rapids,USA Major League Soccer,2022.0,Czech Republic,Right,3,2,1,Medium/Medium,66.0,35.0,38.0,51.0,53.0,48.0,52,38,42,35,27,51,33,25,30,44,68,65,64,52,73,31,60,61,42,29,45,50,56,41,33,46,54,58,54
15970,Midfielder,55,63,275000.0,1000.0,23,178,75,San Jose Earthquakes,USA Major League Soccer,2021.0,United States,Right,3,2,1,High/Medium,65.0,44.0,56.0,57.0,42.0,64.0,47,39,51,64,37,54,48,45,59,58,67,63,64,51,67,60,58,64,73,38,44,32,50,53,47,55,40,48,44
15971,Forward,55,74,325000.0,2000.0,16,183,71,Brighton & Hove Albion,English Premier League,2022.0,England,Right,3,2,1,Medium/Medium,72.0,52.0,47.0,58.0,21.0,45.0,40,56,34,57,42,58,45,27,39,55,70,73,72,52,62,52,47,53,43,45,38,20,48,49,51,50,17,22,18
15972,Midfielder,55,70,300000.0,500.0,19,176,71,Varbergs BoIS FC,Swedish Allsvenskan,2023.0,Sweden,Right,3,2,1,Medium/Medium,69.0,46.0,50.0,55.0,48.0,55.0,35,46,51,60,36,53,36,35,56,55,67,70,67,53,70,48,56,59,55,49,49,50,53,52,34,45,43,51,50
15973,Forward,55,71,325000.0,2000.0,19,180,76,VfB Stuttgart,German 1. Bundesliga,2025.0,South Sudan,Right,3,2,1,Medium/Low,77.0,53.0,34.0,50.0,18.0,60.0,28,59,53,39,35,46,36,28,31,47,78,76,65,57,71,50,75,66,69,46,24,12,57,35,45,45,17,13,14
15974,Forward,55,74,325000.0,2000.0,18,175,68,Cardiff City,English League Championship,2022.0,Wales,Left,3,2,1,Medium/Medium,75.0,48.0,46.0,60.0,32.0,46.0,40,47,39,49,47,62,53,40,45,58,77,74,66,51,68,55,53,48,45,45,42,30,43,47,44,52,32,29,35
15975,Defender,55,72,300000.0,500.0,18,172,65,CD Huachipato,Chilian Campeonato Nacional,2024.0,Chile,Right,3,2,1,Medium/Medium,73.0,24.0,37.0,57.0,49.0,49.0,50,20,45,38,26,60,32,27,27,52,75,72,57,55,72,25,57,62,42,20,48,42,48,34,38,38,45,60,50
15976,Defender,55,68,275000.0,2000.0,20,193,83,Karlsruher SC,German 2. Bundesliga,2022.0,Germany,Right,3,2,1,Medium/Medium,56.0,24.0,36.0,34.0,57.0,55.0,22,18,52,45,21,24,29,25,40,33,58,55,59,47,60,36,63,44,61,25,54,56,26,35,30,35,53,62,57
15977,Midfielder,55,73,325000.0,2000.0,18,178,65,Norwich City,English Premier League,2025.0,England,Right,3,2,1,High/Medium,67.0,49.0,53.0,56.0,48.0,48.0,49,48,49,57,40,53,41,37,56,55,69,66,66,55,73,52,63,53,41,50,55,51,53,56,38,50,44,52,44
15978,Defender,55,69,275000.0,1000.0,19,186,73,Plymouth Argyle,English League One,2022.0,England,Right,3,2,1,Medium/Medium,63.0,26.0,32.0,42.0,54.0,66.0,26,24,50,43,27,37,21,29,30,42,66,60,58,52,50,35,66,61,74,17,52,53,27,26,38,43,54,57,54
15979,Forward,55,70,300000.0,2000.0,19,191,90,Rochdale,English League Two,2022.0,England,Right,2,2,1,High/Low,65.0,54.0,40.0,52.0,19.0,60.0,28,57,50,46,41,50,37,32,30,51,62,68,57,52,69,51,62,55,74,53,33,12,56,51,57,44,16,18,14
15980,Midfielder,55,66,275000.0,850.0,21,174,70,AJ Auxerre,French Ligue 2,2022.0,France,Right,3,2,1,Medium/Medium,56.0,42.0,55.0,53.0,45.0,58.0,55,36,51,59,38,49,44,43,55,50,58,54,61,56,82,57,64,67,53,38,59,44,57,53,50,49,41,45,52
15981,Forward,55,71,325000.0,750.0,18,182,72,Shrewsbury Town,English League One,2023.0,Wales,Left,2,2,1,Medium/Medium,74.0,51.0,42.0,55.0,23.0,52.0,36,54,52,49,38,53,31,25,38,52,77,72,72,54,69,52,70,55,57,48,33,15,54,44,45,49,17,23,28
15982,Forward,55,65,275000.0,800.0,18,186,74,WSG Tirol,Austrian Football Bundesliga,2025.0,Austria,Right,3,3,1,Medium/Medium,70.0,54.0,38.0,49.0,18.0,54.0,32,62,55,41,33,40,41,28,28,53,65,74,64,55,64,47,61,52,65,47,26,12,55,47,52,51,11,19,14
15983,Forward,55,66,275000.0,850.0,20,185,76,1. FC Saarbrücken,German 3. Bundesliga,2022.0,Germany,Right,4,2,1,High/Medium,58.0,55.0,44.0,58.0,21.0,54.0,34,60,48,50,47,58,48,28,37,60,63,54,59,47,60,57,73,44,66,44,30,14,50,54,52,43,16,23,21
15984,Midfielder,55,75,350000.0,500.0,16,176,68,Randers FC,Danish Superliga,2024.0,Denmark,Left,3,3,1,High/Medium,66.0,47.0,50.0,57.0,35.0,48.0,48,48,40,55,45,55,40,38,45,54,65,66,74,48,71,50,55,49,50,43,42,33,54,52,45,55,33,35,35
15985,Defender,55,65,275000.0,500.0,20,172,68,IK Sirius,Swedish Allsvenskan,2021.0,Sweden,Right,3,2,1,Medium/Medium,62.0,30.0,49.0,51.0,51.0,57.0,45,26,43,56,29,46,33,32,52,51,64,60,65,48,73,37,59,62,57,31,49,51,41,47,32,44,50,54,53
15986,Defender,55,71,325000.0,600.0,20,185,70,Odds BK,Norwegian Eliteserien,2021.0,Norway,Right,3,2,1,Medium/Medium,81.0,50.0,42.0,55.0,53.0,61.0,42,50,50,42,45,55,41,39,41,51,80,82,67,48,68,64,76,52,68,39,50,54,44,46,50,44,50,56,52
15987,Forward,55,71,325000.0,500.0,17,188,76,IFK Göteborg,Swedish Allsvenskan,2023.0,Sweden,Left,2,2,1,Medium/Medium,62.0,53.0,33.0,50.0,28.0,57.0,29,59,55,42,37,46,27,21,23,54,59,65,57,48,60,56,48,58,62,42,45,20,59,32,48,49,17,38,22
15988,Midfielder,55,63,275000.0,1000.0,22,180,73,Seattle Sounders FC,USA Major League Soccer,2021.0,United States,Right,3,2,1,Medium/Medium,64.0,45.0,51.0,57.0,25.0,48.0,57,44,34,52,42,60,38,32,55,57,65,63,51,41,66,45,41,50,56,44,25,23,52,47,54,44,25,25,23
15989,Defender,55,68,275000.0,900.0,19,185,72,Doncaster Rovers,English League One,2022.0,England,Left,2,2,1,Medium/Medium,56.0,22.0,34.0,39.0,54.0,63.0,23,17,52,45,26,32,27,20,30,39,55,57,49,49,63,34,74,56,69,17,52,53,29,33,32,46,54,56,54
15990,Defender,55,74,300000.0,500.0,18,184,81,Piast Gliwice,Polish T-Mobile Ekstraklasa,2024.0,Poland,Right,2,2,1,Medium/High,62.0,29.0,34.0,37.0,55.0,65.0,28,24,49,45,26,26,26,32,31,42,64,60,48,49,64,44,76,70,62,21,61,55,32,27,37,44,55,55,57
15991,Midfielder,55,74,325000.0,500.0,17,172,69,AIK,Swedish Allsvenskan,2021.0,Sweden,Right,2,2,1,Medium/Medium,68.0,46.0,55.0,58.0,45.0,54.0,48,44,42,60,42,55,46,38,58,57,71,66,64,56,75,55,51,62,51,40,52,35,55,58,49,56,51,47,46
15992,Midfielder,55,73,325000.0,3000.0,19,170,70,Cardiff City,English League Championship,2023.0,Wales,Right,3,2,1,High/Medium,73.0,50.0,52.0,56.0,33.0,47.0,46,51,39,57,41,50,47,38,50,54,75,72,81,50,78,54,51,54,45,50,43,28,48,53,43,54,35,31,37
15993,Forward,55,68,300000.0,500.0,19,181,67,Newcastle Jets,Australian Hyundai A-League,2023.0,Australia,Right,2,2,1,High/Medium,83.0,49.0,47.0,56.0,46.0,66.0,49,52,53,49,36,52,46,35,48,55,84,82,84,39,68,59,44,73,74,34,45,43,52,46,49,51,44,49,45
15994,Forward,55,70,300000.0,1000.0,19,172,64,Melbourne Victory,Australian Hyundai A-League,2022.0,Australia,Right,3,2,1,High/Medium,81.0,51.0,46.0,57.0,24.0,50.0,45,53,47,48,42,56,47,32,42,55,82,81,63,41,82,59,43,51,55,39,38,22,56,48,56,47,19,23,26
15995,Defender,55,70,275000.0,500.0,18,186,78,Djurgårdens IF,Swedish Allsvenskan,2022.0,Sweden,Right,3,2,1,Medium/Medium,61.0,23.0,29.0,40.0,57.0,59.0,20,22,57,36,24,36,28,24,28,40,61,61,47,44,55,30,68,57,65,14,46,49,24,26,38,39,51,65,63
15996,Defender,55,63,275000.0,550.0,23,174,70,Warta Poznań,Polish T-Mobile Ekstraklasa,2022.0,Poland,Left,2,2,1,Medium/Medium,71.0,35.0,46.0,49.0,51.0,49.0,51,33,41,49,28,48,36,34,39,42,71,71,61,54,73,41,51,52,45,31,56,49,47,44,32,43,51,53,57
15997,Midfielder,55,69,300000.0,1000.0,19,186,83,KV Mechelen,Belgian Jupiler Pro League,2022.0,Belgium,Left,4,2,1,High/Medium,62.0,42.0,56.0,54.0,49.0,72.0,47,32,52,62,43,54,45,50,57,59,67,58,52,42,51,55,65,60,83,47,60,47,47,57,44,45,45,52,51
15998,Midfielder,55,72,325000.0,4000.0,20,173,64,Al Ahli,Saudi Abdul L. Jameel League,2024.0,Saudi Arabia,Right,2,2,1,High/High,78.0,47.0,46.0,57.0,23.0,60.0,46,51,49,48,41,58,44,33,44,56,76,79,67,47,68,50,72,51,58,39,73,17,52,46,41,42,21,22,22
15999,Midfielder,55,70,300000.0,800.0,19,183,70,Morecambe,English League One,2022.0,England,Right,3,3,1,High/Medium,71.0,43.0,51.0,56.0,38.0,49.0,43,41,40,55,37,54,40,41,53,55,73,69,70,53,64,45,52,54,46,47,48,33,52,56,42,53,37,41,39
16000,Defender,55,70,275000.0,650.0,19,178,67,Djurgårdens IF,Swedish Allsvenskan,2022.0,Sweden,Right,3,2,1,High/Medium,65.0,25.0,38.0,53.0,45.0,53.0,55,26,37,39,20,53,27,33,29,50,70,61,63,50,77,21,62,77,43,23,44,47,41,31,35,38,38,50,56
16001,Forward,55,68,300000.0,550.0,20,185,81,TSV 1860 München,German 3. Bundesliga,2022.0,Germany,Right,4,2,1,Medium/Medium,73.0,53.0,42.0,56.0,18.0,62.0,32,58,48,51,42,53,38,29,35,59,73,73,62,55,64,48,75,64,72,47,32,16,50,46,58,48,16,11,19
16002,Defender,55,69,275000.0,1000.0,19,185,74,Aalborg BK,Danish Superliga,2024.0,Serbia,Left,2,2,1,Medium/Medium,66.0,31.0,42.0,52.0,53.0,63.0,40,27,46,48,31,50,46,32,35,54,63,68,56,45,65,45,70,52,69,24,60,50,36,38,38,45,52,58,54
16003,Forward,55,72,325000.0,750.0,19,182,70,Molde FK,Norwegian Eliteserien,2022.0,Norway,Left,3,2,1,Medium/Medium,68.0,53.0,50.0,55.0,30.0,48.0,58,56,47,51,50,54,48,38,42,56,69,68,54,50,64,56,48,47,53,44,37,18,55,50,56,52,25,37,30
16004,Defender,55,65,275000.0,1000.0,21,187,80,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,2023.0,Poland,Right,2,2,1,Medium/Medium,59.0,26.0,37.0,39.0,55.0,62.0,29,21,47,48,24,31,30,30,36,41,60,58,53,49,61,42,71,58,65,18,56,57,26,29,34,39,55,57,54
16005,Forward,55,69,300000.0,2000.0,19,175,68,Universitatea Craiova,Romanian Liga I,2026.0,Romania,Right,2,2,1,Medium/Low,72.0,41.0,48.0,56.0,29.0,45.0,45,43,28,48,35,61,41,26,43,51,74,70,67,51,42,39,58,73,29,37,46,21,57,62,35,42,28,34,31
16006,Forward,55,70,300000.0,1000.0,19,178,68,FC Nordsjælland,Danish Superliga,2022.0,Denmark,Right,3,3,1,Medium/Low,76.0,50.0,47.0,58.0,20.0,42.0,48,49,30,49,49,57,45,40,42,56,77,76,73,45,75,54,52,32,45,46,42,18,52,48,48,52,20,18,18
16007,Defender,55,70,275000.0,2000.0,19,180,65,Coventry City,English League Championship,2022.0,England,Right,3,2,1,Medium/Medium,78.0,30.0,41.0,56.0,47.0,48.0,58,29,39,39,31,57,46,30,41,45,77,79,80,54,78,31,80,54,40,24,53,46,48,31,40,37,42,53,52
16008,Midfielder,55,73,325000.0,500.0,17,177,61,FC Botoşani,Romanian Liga I,2023.0,Romania,Left,2,2,1,Medium/Low,76.0,46.0,49.0,55.0,34.0,40.0,43,47,28,56,53,52,29,20,51,58,77,75,73,46,43,44,33,59,28,47,48,49,55,54,21,47,14,49,25
16009,Forward,55,74,325000.0,750.0,18,182,70,Fleetwood Town,English League One,2023.0,England,Right,3,2,1,High/Medium,79.0,55.0,51.0,58.0,21.0,46.0,43,58,42,55,51,57,55,64,41,56,80,79,62,54,70,52,53,54,46,53,33,16,50,54,59,55,15,22,21
16010,Midfielder,55,70,275000.0,500.0,18,174,71,Doncaster Rovers,English League One,2023.0,Northern Ireland,Right,4,2,1,Medium/Medium,64.0,38.0,49.0,55.0,51.0,56.0,32,33,44,57,34,52,38,36,55,55,67,61,65,52,76,48,77,58,53,35,57,49,48,54,44,45,52,53,50
16011,Forward,55,55,100000.0,3000.0,32,178,76,Al Batin,Saudi Abdul L. Jameel League,2025.0,Saudi Arabia,Right,2,2,1,High/Medium,67.0,55.0,51.0,55.0,26.0,68.0,55,54,60,50,62,54,53,56,52,55,68,67,62,45,61,63,79,53,74,47,71,17,55,48,55,49,27,20,27
16012,Midfielder,55,74,325000.0,500.0,17,173,71,Rochdale,English League Two,2023.0,England,Right,2,2,1,Medium/Medium,71.0,49.0,53.0,57.0,49.0,53.0,46,48,44,57,40,53,46,44,56,55,72,70,74,53,83,52,64,61,49,52,52,50,50,56,43,51,48,50,51
16013,Forward,55,75,350000.0,550.0,17,188,78,Colchester United,English League Two,2022.0,England,Left,2,2,1,High/Medium,79.0,54.0,42.0,59.0,19.0,58.0,41,55,46,47,42,57,42,45,33,53,80,79,81,47,85,57,55,57,70,54,28,19,51,42,54,49,16,13,15
16014,Midfielder,55,70,300000.0,1000.0,19,184,75,Milton Keynes Dons,English League One,2023.0,England,Right,3,2,1,Medium/Medium,69.0,44.0,52.0,58.0,50.0,61.0,41,41,46,58,41,56,42,45,56,58,68,69,71,54,64,50,62,64,60,43,58,50,55,55,42,57,49,53,50
16015,Defender,55,72,325000.0,800.0,20,188,76,St. Johnstone FC,Scottish Premiership,2022.0,Belgium,Right,3,2,1,Low/Medium,57.0,33.0,40.0,46.0,54.0,63.0,31,27,52,48,32,42,37,34,45,47,51,61,52,53,53,49,63,61,68,27,53,55,26,32,46,42,52,55,54
16016,Midfielder,55,61,200000.0,3000.0,23,178,65,Damac FC,Saudi Abdul L. Jameel League,2023.0,Saudi Arabia,Right,2,3,1,Medium/Low,68.0,43.0,58.0,61.0,43.0,52.0,56,48,43,60,34,60,54,58,56,58,69,67,72,55,66,42,43,60,51,36,47,44,54,57,35,57,41,44,39
16017,Defender,55,66,275000.0,500.0,21,190,83,Club Atlético Rentistas,Uruguayan Primera División,2021.0,Uruguay,Right,2,2,1,Medium/Medium,49.0,24.0,35.0,38.0,55.0,62.0,28,23,61,46,20,32,20,22,35,43,45,52,38,49,47,30,66,52,72,20,48,51,26,29,32,37,55,59,49
16018,Midfielder,55,57,160000.0,2000.0,26,173,65,Abha Club,Saudi Abdul L. Jameel League,2023.0,Saudi Arabia,Right,3,2,1,Medium/Medium,69.0,42.0,56.0,60.0,31.0,50.0,56,42,39,57,31,61,56,47,55,55,71,68,74,48,73,45,62,59,47,37,42,31,50,55,45,49,34,27,25
16019,Defender,55,62,240000.0,4000.0,24,169,68,Al Batin,Saudi Abdul L. Jameel League,2022.0,Saudi Arabia,Left,2,2,1,Medium/Medium,71.0,25.0,48.0,50.0,48.0,55.0,55,22,41,46,23,48,54,47,51,44,73,70,73,45,66,28,61,65,53,25,46,49,43,43,31,39,46,50,53
16020,Defender,55,74,300000.0,500.0,18,183,71,Aberdeen,Scottish Premiership,2024.0,Malawi,Left,2,2,1,Medium/Medium,70.0,34.0,43.0,52.0,53.0,58.0,51,31,47,45,30,52,37,32,35,49,68,71,61,52,63,38,57,53,62,33,53,52,45,40,35,44,53,54,53
16021,Midfielder,55,58,170000.0,2000.0,26,170,64,Al Batin,Saudi Abdul L. Jameel League,2022.0,Saudi Arabia,Right,4,2,1,Medium/Medium,64.0,41.0,57.0,56.0,41.0,55.0,50,37,44,61,41,54,52,44,63,52,66,63,72,52,75,49,65,68,48,39,55,35,49,58,41,54,41,43,43
16022,Defender,55,77,375000.0,500.0,17,178,67,FBC Melgar,Peruvian Primera División,2022.0,Peru,Right,2,2,1,Medium/Medium,63.0,28.0,36.0,39.0,56.0,54.0,25,20,63,45,21,24,31,21,45,52,62,64,48,55,72,41,68,64,50,33,50,58,25,27,37,36,55,55,54
16023,Midfielder,55,66,275000.0,2000.0,20,175,68,Brøndby IF,Danish Superliga,2023.0,Denmark,Right,3,2,1,Medium/Medium,77.0,42.0,49.0,59.0,51.0,57.0,31,42,49,58,36,57,32,33,57,59,81,73,70,51,62,46,57,66,53,38,58,51,50,53,42,54,42,60,55
16024,Defender,55,65,250000.0,500.0,20,182,70,La Equidad,Colombian Liga Postobón,2025.0,Colombia,Right,2,2,1,Medium/Medium,57.0,25.0,37.0,40.0,55.0,59.0,25,23,55,53,23,29,21,26,31,50,60,54,49,49,52,31,60,58,62,20,51,55,26,31,31,36,51,59,54
