position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
0,63,70,925000.0,1000.0,21,185,73,Club de Foot Montréal,USA Major League Soccer,2021.0,Uganda,0,1,2,1,5,77.0,41.0,60.0,58.0,57.0,65.0,64,36,58,61,31,59,68,60,54,55,74,79,68,53,56,60,63,70,64,32,60,53,56,58,39,58,59,60,53
2,63,72,1100000.0,2000.0,21,173,70,WSG Tirol,Austrian Football Bundesliga,2024.0,Austria,1,3,3,1,4,77.0,57.0,60.0,66.0,55.0,57.0,54,57,40,66,50,66,49,44,60,63,75,79,74,60,79,60,58,80,44,60,58,56,58,62,44,55,53,62,50
0,63,72,1000000.0,2000.0,21,184,73,Godoy Cruz,Argentina Primera División,2022.0,Argentina,1,3,2,1,4,70.0,42.0,57.0,62.0,56.0,62.0,61,32,49,60,38,62,48,46,57,61,70,70,63,57,72,56,71,70,54,47,70,60,58,52,44,54,48,60,62
1,63,68,750000.0,2000.0,21,191,83,Moreirense FC,Portuguese Liga ZON SAGRES,2025.0,Brazil,1,2,2,1,4,53.0,64.0,44.0,57.0,29.0,67.0,29,69,70,53,55,56,32,33,41,63,50,55,50,56,49,69,65,62,71,51,64,22,61,53,62,46,26,26,23
2,63,66,575000.0,700.0,26,181,76,FSV Zwickau,German 3. Bundesliga,2022.0,Germany,1,4,2,1,6,80.0,50.0,58.0,64.0,61.0,71.0,60,53,60,60,43,63,60,39,61,63,83,78,71,60,75,53,85,83,70,44,57,63,55,56,37,56,63,60,57
1,63,76,1100000.0,1000.0,18,195,63,Sparta Rotterdam,Holland Eredivisie,2024.0,Netherlands,1,3,2,1,4,73.0,60.0,50.0,58.0,29.0,63.0,43,62,68,58,53,57,48,30,44,59,72,74,65,56,45,66,65,58,76,53,34,27,60,53,61,57,26,21,23
0,63,77,1100000.0,2000.0,19,178,65,Vitesse,Holland Eredivisie,2024.0,Netherlands,0,3,2,1,4,66.0,32.0,52.0,54.0,63.0,61.0,32,24,59,64,29,44,49,35,62,60,68,64,70,62,67,38,80,61,61,46,57,64,26,50,41,62,63,64,63
1,63,63,500000.0,3000.0,27,188,88,Carlisle United,English League Two,2022.0,France,1,3,3,1,5,83.0,57.0,54.0,63.0,20.0,75.0,57,59,60,56,52,63,45,47,45,62,82,83,68,58,60,57,65,75,79,54,67,19,59,58,59,63,17,11,18
1,63,72,1100000.0,2000.0,23,180,77,Gil Vicente FC,Portuguese Liga ZON SAGRES,2022.0,Brazil,1,2,2,1,5,72.0,62.0,52.0,63.0,24.0,68.0,51,63,61,56,61,62,53,35,39,62,71,73,64,63,67,61,60,67,71,58,66,15,59,58,70,67,21,23,20
2,63,74,1000000.0,6000.0,20,170,70,RKC Waalwijk,Holland Eredivisie,2022.0,Germany,1,3,2,1,4,66.0,45.0,62.0,65.0,59.0,50.0,49,39,48,73,38,63,46,43,66,67,68,65,68,64,78,55,54,53,44,46,60,55,50,61,50,52,65,58,63
0,63,67,650000.0,2000.0,24,176,80,Club Atlético Central Córdoba,Argentina Primera División,2023.0,Argentina,0,2,2,1,5,68.0,37.0,52.0,55.0,62.0,68.0,51,31,57,58,34,52,46,36,45,56,65,71,55,60,65,50,69,71,70,34,57,63,50,52,39,62,61,63,61
2,63,68,725000.0,2000.0,20,176,69,Moreirense FC,Portuguese Liga ZON SAGRES,2025.0,Portugal,1,3,2,1,4,64.0,55.0,60.0,67.0,41.0,51.0,48,52,46,64,53,67,59,54,62,70,66,63,61,65,74,67,53,66,46,50,45,29,59,64,54,62,47,40,47
0,63,70,900000.0,11000.0,22,187,83,Grasshopper Club Zürich,Swiss Super League,2022.0,Portugal,0,3,2,1,4,66.0,47.0,60.0,61.0,63.0,70.0,61,43,55,64,42,58,48,48,63,62,67,66,66,62,62,55,62,80,69,49,61,58,58,54,45,64,66,65,64
0,63,72,1000000.0,2000.0,22,177,72,Gil Vicente FC,Portuguese Liga ZON SAGRES,2022.0,Portugal,1,3,2,1,4,72.0,31.0,40.0,63.0,61.0,54.0,55,31,47,37,29,63,37,39,28,67,74,71,55,58,71,28,63,58,50,27,58,65,50,38,46,55,57,66,64
0,63,75,1100000.0,7000.0,21,187,80,1. FC Heidenheim 1846,German 2. Bundesliga,2023.0,Germany,0,2,2,1,4,62.0,33.0,47.0,54.0,63.0,63.0,48,23,60,59,27,51,27,30,45,57,59,64,55,62,58,45,70,58,68,41,57,60,26,36,47,57,63,67,64
1,63,81,1200000.0,500.0,17,178,66,PAOK,Greek Super League,2023.0,Greece,1,3,2,1,5,72.0,63.0,42.0,60.0,22.0,64.0,28,66,62,49,55,60,37,28,41,60,70,74,61,55,73,61,71,66,61,59,68,14,70,50,65,57,18,19,20
2,63,72,1100000.0,1000.0,23,177,73,Belenenses SAD,Portuguese Liga ZON SAGRES,2025.0,Portugal,0,3,2,1,4,68.0,53.0,61.0,67.0,45.0,53.0,55,56,45,65,48,66,52,52,58,68,69,67,67,61,70,59,53,54,56,37,44,37,64,66,60,65,46,46,51
1,63,76,1200000.0,2000.0,20,186,78,Unión Deportiva Las Palmas,Spanish Segunda División,2023.0,Spain,1,4,4,1,4,74.0,62.0,61.0,63.0,35.0,55.0,65,60,59,64,62,63,51,42,60,62,70,77,71,64,54,69,49,48,65,59,38,23,60,62,69,54,36,32,38
1,63,84,1500000.0,5000.0,18,174,65,Ipswich Town,English League One,2022.0,England,1,2,3,1,5,78.0,63.0,49.0,64.0,22.0,53.0,35,69,57,57,43,63,50,45,34,61,81,76,74,56,72,59,57,55,60,60,31,19,63,61,62,65,17,18,15
1,63,63,500000.0,2000.0,27,177,67,FC Voluntari,Romanian Liga I,2022.0,Cape Verde Islands,1,4,2,1,4,79.0,58.0,60.0,64.0,24.0,55.0,60,57,33,62,53,62,50,33,61,63,80,79,79,60,68,63,42,69,52,56,47,18,57,63,52,64,23,25,24
1,63,77,1200000.0,3000.0,20,176,65,FC Utrecht,Holland Eredivisie,2025.0,Netherlands,1,3,3,1,4,82.0,61.0,52.0,67.0,26.0,43.0,52,63,30,56,46,69,47,39,49,66,83,81,76,53,69,64,36,41,49,59,32,23,55,51,62,51,32,21,22
0,63,77,1100000.0,500.0,19,182,72,AEK Athens,Greek Super League,2024.0,Bosnia and Herzegovina,1,3,2,1,3,76.0,33.0,53.0,55.0,60.0,61.0,60,22,56,59,26,55,30,31,57,54,75,77,60,49,49,58,70,68,54,29,69,54,44,45,42,55,62,63,63
2,63,75,1200000.0,2000.0,20,178,72,San Lorenzo de Almagro,Argentina Primera División,2023.0,Argentina,1,4,2,1,4,64.0,57.0,63.0,64.0,55.0,63.0,60,52,53,65,49,63,62,48,62,67,63,65,58,59,62,66,55,67,64,64,55,56,58,65,52,65,52,59,55
1,63,64,550000.0,2000.0,27,192,75,Nîmes Olympique,French Ligue 2,2024.0,Algeria,1,3,2,1,4,47.0,62.0,45.0,58.0,30.0,71.0,34,59,72,54,63,58,36,26,36,65,49,45,44,64,46,69,72,55,81,59,64,25,64,52,62,54,29,20,29
0,63,81,1100000.0,500.0,17,185,75,FC Dallas,USA Major League Soccer,2023.0,United States,1,2,2,1,6,70.0,25.0,50.0,57.0,60.0,65.0,54,27,59,60,27,54,25,24,47,56,73,68,70,58,65,24,77,67,65,18,61,61,44,44,25,54,57,63,60
1,63,83,1300000.0,650.0,17,171,66,SC Braga,Portuguese Liga ZON SAGRES,2026.0,Portugal,1,3,2,1,4,71.0,61.0,52.0,65.0,30.0,44.0,49,62,52,57,45,64,56,41,44,66,71,71,70,74,56,69,58,53,41,55,38,33,67,56,56,58,23,31,22
0,63,75,1100000.0,4000.0,20,177,64,Villarreal CF,Spain Primera Division,2024.0,Spain,1,3,3,1,4,67.0,39.0,52.0,59.0,59.0,55.0,56,31,56,55,40,60,57,29,60,55,68,67,62,61,75,52,60,69,50,40,49,64,48,39,35,46,50,64,61
1,63,73,1100000.0,5000.0,22,178,73,SD Ponferradina,Spanish Segunda División,2022.0,Ecuador,1,4,3,1,4,79.0,58.0,55.0,66.0,37.0,55.0,64,58,43,57,45,68,40,45,48,63,79,79,77,48,70,65,47,54,56,57,54,44,56,52,46,59,36,31,33
1,63,75,1200000.0,2000.0,21,178,75,Houston Dynamo,USA Major League Soccer,2022.0,Argentina,1,3,3,1,6,70.0,60.0,52.0,63.0,27.0,59.0,60,62,37,46,44,62,69,32,39,65,79,62,59,58,76,63,73,52,69,57,41,31,74,64,53,60,27,20,26
1,63,70,975000.0,3000.0,24,192,82,FCSB (Steaua),Romanian Liga I,2025.0,Croatia,0,2,2,1,4,64.0,63.0,57.0,60.0,25.0,77.0,57,63,65,60,59,59,62,25,54,60,68,60,58,57,64,64,70,69,82,63,77,24,66,62,55,63,23,15,19
1,63,73,1100000.0,500.0,21,175,75,Club Atlético Rentistas,Uruguayan Primera División,2021.0,Uruguay,1,3,2,1,4,71.0,60.0,53.0,66.0,29.0,65.0,53,63,51,55,60,66,47,38,55,69,78,66,65,59,73,67,53,68,69,49,56,24,64,51,54,47,26,29,29
2,63,84,1500000.0,1000.0,17,183,70,Aston Villa,English Premier League,2023.0,England,1,3,4,1,5,62.0,53.0,62.0,67.0,44.0,57.0,53,58,46,68,52,68,55,46,67,68,61,63,57,56,75,56,50,48,61,34,58,33,60,64,58,65,43,49,54
2,63,78,1100000.0,3000.0,19,177,64,Sevilla FC,Spain Primera Division,2022.0,Spain,1,5,4,1,4,70.0,51.0,65.0,60.0,22.0,49.0,73,50,42,67,40,62,55,43,60,60,66,74,55,51,72,57,50,55,54,49,30,20,52,63,55,46,24,16,18
1,63,81,1200000.0,2000.0,18,178,72,Athletic Club de Bilbao,Spain Primera Division,2024.0,Spain,0,2,3,1,4,73.0,56.0,54.0,70.0,18.0,48.0,54,61,47,60,38,70,54,39,45,71,77,69,76,54,78,52,60,50,52,52,33,17,53,53,56,58,11,18,16
2,63,75,1100000.0,550.0,19,176,76,Warta Poznań,Polish T-Mobile Ekstraklasa,2024.0,Poland,1,4,3,1,4,68.0,56.0,60.0,71.0,44.0,63.0,56,52,50,63,51,71,55,56,60,73,65,71,70,59,73,66,62,66,68,56,49,47,51,62,60,64,49,35,41
2,63,74,975000.0,2000.0,19,192,78,Karlsruher SC,German 2. Bundesliga,2024.0,Germany,1,3,2,1,3,53.0,35.0,56.0,52.0,63.0,61.0,40,28,55,66,37,49,35,28,67,61,42,62,45,49,41,41,54,57,66,45,57,57,29,56,31,52,66,67,63
2,63,63,400000.0,500.0,30,188,94,Cerro Largo Fútbol Club,Uruguayan Primera División,2023.0,Uruguay,1,2,3,1,4,58.0,34.0,52.0,51.0,62.0,71.0,39,33,58,61,30,40,32,31,55,62,62,54,57,64,55,40,53,63,83,27,55,60,44,57,39,49,62,66,57
0,63,63,425000.0,500.0,28,176,78,Guaireña FC,Paraguayan Primera División,2021.0,Paraguay,1,3,2,1,5,62.0,22.0,44.0,40.0,64.0,61.0,35,19,61,65,20,21,29,23,43,55,56,67,47,58,68,30,73,56,65,18,55,60,21,25,34,62,61,68,67
1,63,75,1200000.0,4000.0,21,180,80,RCD Mallorca,Spain Primera Division,2023.0,Côte d'Ivoire,1,3,2,1,4,78.0,63.0,50.0,58.0,18.0,67.0,40,65,64,62,50,57,40,40,50,55,75,80,70,58,68,61,68,69,74,63,45,11,65,45,72,59,13,14,13
0,63,75,1100000.0,1000.0,18,181,72,F.C. København,Danish Superliga,2023.0,Denmark,0,3,2,1,5,76.0,38.0,57.0,63.0,56.0,66.0,61,37,44,62,40,63,49,30,56,64,77,75,66,52,67,43,65,70,66,33,63,53,58,52,31,58,58,59,59
1,63,66,650000.0,500.0,24,160,60,Sport Huancayo,Peruvian Primera División,2021.0,Peru,1,3,4,1,4,75.0,59.0,55.0,64.0,23.0,46.0,60,63,38,55,47,68,38,35,50,63,75,75,65,51,55,59,48,61,45,55,29,17,55,65,45,49,20,22,27
2,63,79,1200000.0,4000.0,18,178,67,Olympique Lyonnais,French Ligue 1,2025.0,France,1,3,3,1,4,66.0,52.0,66.0,68.0,49.0,57.0,52,49,47,71,48,67,61,68,69,66,64,67,76,60,77,59,55,59,60,54,48,48,52,68,48,64,49,50,49
2,63,63,475000.0,500.0,28,170,59,Club Social y Deportivo Macará,Ecuadorian Serie A,2025.0,Ecuador,1,3,3,1,4,75.0,48.0,58.0,62.0,31.0,46.0,61,55,39,60,39,62,39,40,57,60,75,75,71,62,70,40,42,62,44,37,30,33,63,60,55,55,31,28,26
2,63,63,240000.0,500.0,33,175,78,Guayaquil City FC,Ecuadorian Serie A,2021.0,Ecuador,1,2,2,1,4,64.0,36.0,54.0,49.0,63.0,62.0,47,33,46,64,34,39,38,40,57,61,61,66,55,57,60,46,63,62,63,29,58,64,33,50,46,44,67,66,58
2,63,70,925000.0,600.0,21,193,85,Degerfors IF,Swedish Allsvenskan,2022.0,Sweden,1,3,2,1,5,60.0,37.0,51.0,62.0,64.0,70.0,44,32,58,60,38,63,37,38,58,66,57,63,54,58,60,49,57,71,75,32,59,64,49,44,38,45,68,64,55
2,63,66,625000.0,500.0,25,179,63,Montevideo City Torque,Uruguayan Primera División,2022.0,Uruguay,1,3,3,1,5,66.0,54.0,58.0,65.0,38.0,47.0,64,55,40,60,41,64,42,64,55,69,69,63,66,63,70,55,51,58,40,50,49,43,57,55,67,44,35,38,31
0,63,72,1000000.0,500.0,20,182,78,Club Olimpia,Paraguayan Primera División,2021.0,Paraguay,0,2,2,1,4,72.0,26.0,42.0,52.0,61.0,59.0,65,27,42,39,23,46,43,29,35,60,75,70,53,58,60,20,60,65,61,26,47,60,41,30,30,44,60,66,65
0,63,63,450000.0,500.0,27,186,78,Club River Plate Asunción,Paraguayan Primera División,2021.0,Paraguay,1,2,2,1,4,63.0,22.0,40.0,38.0,66.0,62.0,27,17,72,61,27,30,21,25,33,39,62,64,45,55,55,34,70,64,62,18,55,62,22,29,39,61,64,70,62
2,63,76,1200000.0,500.0,20,193,81,Metropolitanos de Caracas FC,Venezuelan Primera División,2022.0,Venezuela,1,3,3,1,5,58.0,59.0,60.0,60.0,60.0,66.0,55,62,47,65,34,61,38,48,65,60,60,57,58,65,45,48,66,67,70,66,55,62,60,61,66,58,60,63,60
0,63,80,1200000.0,950.0,18,175,71,PSV,Holland Eredivisie,2023.0,Norway,0,4,2,1,5,76.0,51.0,55.0,62.0,56.0,60.0,62,59,49,59,33,61,51,55,55,59,77,76,76,61,70,59,64,62,62,28,52,56,54,43,46,50,52,61,60
0,63,73,975000.0,3000.0,20,194,85,FC Lorient,French Ligue 1,2025.0,France,1,2,2,1,4,59.0,34.0,39.0,46.0,61.0,76.0,30,20,62,52,34,43,28,31,42,47,61,58,51,53,39,58,70,64,86,40,67,63,30,28,47,52,53,66,65
2,63,68,750000.0,1000.0,21,187,73,SV Wehen Wiesbaden,German 3. Bundesliga,2023.0,Germany,0,3,2,1,4,68.0,57.0,59.0,62.0,45.0,62.0,62,58,47,61,47,63,52,42,58,64,70,67,62,49,62,59,52,64,63,54,57,37,61,58,49,57,48,46,44
0,63,64,450000.0,1000.0,28,175,69,Tokushima Vortis,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,5,65.0,49.0,61.0,58.0,60.0,71.0,55,47,64,65,34,51,33,49,66,63,64,66,62,55,71,56,70,65,76,50,67,59,46,67,51,65,60,61,57
2,63,68,675000.0,900.0,24,168,64,Tokushima Vortis,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,4,74.0,63.0,60.0,65.0,58.0,57.0,58,62,46,64,49,63,54,53,65,65,78,70,69,60,85,69,61,85,41,66,61,61,58,55,51,56,55,63,55
1,63,82,1200000.0,500.0,18,185,76,Dinamo Zagreb,Croatian Prva HNL,2027.0,Croatia,0,4,4,1,3,72.0,56.0,62.0,71.0,28.0,61.0,61,45,36,62,60,75,76,70,58,74,69,74,67,49,56,64,51,60,67,67,48,26,50,61,72,64,29,28,25
0,63,63,180000.0,500.0,34,171,70,Academia Puerto Cabello,Venezuelan Primera División,2021.0,Venezuela,1,2,2,1,4,61.0,28.0,48.0,57.0,61.0,53.0,60,24,59,58,21,51,27,32,40,66,63,60,58,54,70,30,55,66,49,25,48,58,38,34,56,43,56,67,63
1,63,71,1100000.0,500.0,21,176,72,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,1,3,3,1,4,67.0,64.0,52.0,62.0,44.0,59.0,55,70,65,61,55,65,55,48,33,60,67,67,65,55,70,65,70,61,68,55,33,50,57,50,65,45,35,40,50
1,63,74,1100000.0,500.0,20,181,73,Academia Puerto Cabello,Venezuelan Primera División,2025.0,Venezuela,1,3,3,1,4,64.0,63.0,46.0,59.0,24.0,59.0,34,66,64,61,62,57,40,45,31,62,66,63,62,65,58,66,63,57,72,58,28,15,57,45,54,43,19,23,21
0,63,67,600000.0,1000.0,25,181,72,Oita Trinita,Japanese J. League Division 1,2022.0,Japan,1,4,2,1,5,62.0,41.0,59.0,60.0,62.0,66.0,56,37,67,64,35,59,32,40,63,61,65,60,60,59,63,48,75,61,71,41,55,64,58,64,39,53,56,65,64
0,63,64,475000.0,1000.0,27,184,80,Yokohama FC,Japanese J. League Division 1,2022.0,Korea Republic,1,2,2,1,4,64.0,35.0,49.0,51.0,60.0,76.0,48,32,67,59,30,46,29,45,56,58,66,63,49,56,47,56,73,76,81,24,66,54,22,31,40,55,56,66,61
2,63,66,575000.0,2000.0,25,177,75,AFC UTA Arad,Romanian Liga I,2022.0,Lithuania,1,3,2,1,6,68.0,50.0,60.0,55.0,57.0,73.0,58,46,47,62,38,43,65,41,60,62,70,67,66,64,68,57,63,81,70,56,74,57,57,60,45,70,56,62,58
1,63,63,230000.0,1000.0,34,184,76,Tokushima Vortis,Japanese J. League Division 1,2022.0,Japan,1,2,2,1,4,64.0,63.0,54.0,58.0,42.0,67.0,42,64,67,61,61,56,46,56,55,58,63,64,64,57,55,66,74,63,71,60,58,38,65,53,61,68,31,47,44
0,63,69,700000.0,900.0,23,178,67,Yokohama FC,Japanese J. League Division 1,2022.0,Japan,1,4,2,1,4,68.0,52.0,60.0,62.0,59.0,63.0,65,46,53,65,45,63,43,62,66,61,69,67,67,53,68,64,65,71,60,56,58,53,55,46,41,50,58,64,61
1,63,79,1300000.0,2000.0,19,182,75,RCD Espanyol de Barcelona,Spain Primera Division,2025.0,Spain,1,3,3,1,5,80.0,62.0,51.0,65.0,30.0,58.0,53,61,60,55,60,65,50,35,45,63,82,79,78,55,66,67,65,63,55,60,55,30,62,53,55,55,29,25,20
0,63,68,650000.0,1000.0,24,183,82,Hokkaido Consadole Sapporo,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,4,59.0,34.0,42.0,48.0,62.0,74.0,35,32,68,53,27,37,25,26,51,57,56,61,59,57,51,50,64,69,83,26,60,62,24,32,32,53,60,62,60
1,63,68,725000.0,2000.0,23,178,69,Cerezo Osaka,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,5,54.0,67.0,52.0,63.0,25.0,56.0,49,69,62,57,62,64,45,36,48,66,52,55,58,57,68,67,60,58,55,64,55,16,67,56,61,51,17,27,25
1,63,67,675000.0,1000.0,25,184,80,Sagan Tosu,Japanese J. League Division 1,2022.0,Japan,1,3,3,1,4,62.0,64.0,52.0,60.0,20.0,69.0,46,65,66,61,63,61,58,55,31,62,58,65,57,55,51,67,64,63,79,59,53,13,61,56,61,60,16,15,12
2,63,64,575000.0,1000.0,25,164,61,Tokushima Vortis,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,4,72.0,55.0,57.0,68.0,34.0,42.0,53,56,24,64,57,69,46,58,58,64,79,66,76,60,90,52,34,69,30,55,41,38,56,51,57,43,32,36,34
2,63,66,575000.0,500.0,25,177,72,Club Olimpia,Paraguayan Primera División,2024.0,Paraguay,1,3,2,1,4,69.0,52.0,53.0,54.0,61.0,61.0,38,47,53,68,34,44,30,36,63,65,69,69,57,54,71,69,65,70,54,56,68,61,45,46,44,48,64,62,56
2,63,67,700000.0,1000.0,24,173,65,Sagan Tosu,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,5,73.0,50.0,59.0,62.0,58.0,55.0,62,46,46,63,36,59,43,48,58,62,72,73,78,63,75,59,70,68,43,54,63,59,63,54,36,46,58,62,60
2,63,71,1100000.0,2000.0,21,179,75,Hallescher FC,German 3. Bundesliga,2022.0,Gambia,1,3,2,1,3,79.0,61.0,52.0,67.0,31.0,50.0,51,63,51,56,56,67,50,43,49,67,78,80,75,54,73,67,50,61,52,53,33,28,59,52,54,53,24,32,31
2,63,69,750000.0,500.0,24,171,67,12 de Octubre FC,Paraguayan Primera División,2021.0,Paraguay,0,3,2,1,4,66.0,55.0,58.0,63.0,24.0,46.0,71,60,34,51,42,63,48,47,55,61,67,65,64,65,79,49,43,68,40,54,33,23,61,64,46,51,23,21,26
0,63,76,1100000.0,1000.0,20,189,73,Real Sociedad B,Spanish Segunda División,2026.0,Spain,1,3,2,1,5,53.0,46.0,59.0,51.0,62.0,62.0,38,47,71,72,24,45,42,44,68,60,54,52,54,61,49,46,71,56,66,50,56,59,48,56,41,46,55,68,66
0,63,74,1000000.0,3000.0,22,181,74,FC Voluntari,Romanian Liga I,2022.0,Côte d'Ivoire,1,2,2,1,5,68.0,25.0,39.0,45.0,61.0,75.0,32,19,47,50,29,39,20,24,38,44,70,66,53,58,66,41,83,65,82,17,70,60,32,36,36,47,65,64,60
0,63,63,425000.0,2000.0,29,184,78,AFC UTA Arad,Romanian Liga I,2022.0,Russia,1,3,2,1,4,70.0,39.0,46.0,55.0,59.0,66.0,49,41,58,50,29,52,32,31,46,48,70,70,69,70,66,24,72,74,59,43,73,59,47,41,67,62,58,60,63
2,63,75,1200000.0,2000.0,21,170,64,Club Atlético Talleres,Argentina Primera División,2024.0,Argentina,1,3,2,1,5,66.0,62.0,59.0,67.0,52.0,52.0,56,64,58,64,56,66,58,48,58,64,65,66,78,58,74,64,60,53,48,58,58,55,64,56,54,64,46,56,48
0,63,77,1100000.0,3000.0,20,185,80,Rayo Vallecano,Spain Primera Division,2022.0,Spain,0,3,2,1,4,70.0,40.0,53.0,50.0,62.0,70.0,48,31,65,60,37,45,29,29,61,56,71,69,49,54,56,61,70,71,73,41,60,62,37,51,46,52,55,65,68
1,63,63,500000.0,1000.0,28,189,77,Sagan Tosu,Japanese J. League Division 1,2022.0,Kenya,1,3,2,1,3,76.0,63.0,43.0,53.0,21.0,70.0,35,64,63,52,62,51,48,38,30,57,67,83,51,53,42,68,68,65,80,53,51,18,65,46,65,62,15,18,13
2,63,69,700000.0,2000.0,22,180,80,TSV Egger Glas Hartberg,Austrian Football Bundesliga,2022.0,Croatia,1,3,2,1,4,65.0,34.0,50.0,54.0,64.0,68.0,38,27,59,64,32,48,39,39,58,61,64,65,52,57,66,43,57,60,73,42,66,65,31,38,35,57,63,65,63
2,63,73,1000000.0,500.0,21,181,77,Club Always Ready,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,1,3,3,1,4,64.0,44.0,58.0,57.0,60.0,64.0,48,40,44,65,40,55,35,44,61,61,62,65,55,60,65,58,64,65,68,33,55,61,50,61,61,43,65,60,61
0,63,65,525000.0,500.0,26,187,82,Universidad Técnica de Cajamarca,Peruvian Primera División,2021.0,Guatemala,1,2,2,1,5,59.0,25.0,53.0,48.0,64.0,64.0,45,20,75,63,35,40,32,33,60,61,57,61,40,51,52,38,70,60,68,16,55,61,27,50,48,60,61,65,62
2,63,77,1100000.0,3000.0,19,175,70,Levante Unión Deportiva,Spain Primera Division,2022.0,Russia,0,4,4,1,4,67.0,55.0,62.0,65.0,31.0,55.0,65,53,44,65,57,62,62,58,57,67,68,66,74,60,73,61,54,61,59,53,39,29,58,58,54,56,35,27,24
1,63,73,1100000.0,2000.0,20,170,64,Club Atlético Huracán,Argentina Primera División,2022.0,Argentina,1,3,2,1,4,75.0,58.0,56.0,67.0,26.0,46.0,60,58,42,58,55,68,56,45,48,63,77,74,77,55,83,65,45,53,47,50,35,19,59,57,55,48,21,29,34
1,63,81,1300000.0,4000.0,19,173,66,N.E.C. Nijmegen,Holland Eredivisie,2022.0,Turkey,1,4,3,1,4,78.0,62.0,50.0,72.0,21.0,41.0,33,70,37,64,66,70,60,35,32,71,79,77,81,67,84,59,57,53,39,44,29,18,68,56,55,61,21,19,20
1,63,76,1100000.0,4000.0,19,183,74,Sport-Club Freiburg,German 1. Bundesliga,2025.0,Germany,1,3,2,1,4,79.0,61.0,53.0,64.0,23.0,55.0,56,65,47,62,58,66,39,28,38,64,81,77,68,57,62,60,63,52,64,54,36,23,62,53,57,45,17,21,19
1,63,83,1300000.0,700.0,18,181,82,Molde FK,Norwegian Eliteserien,2024.0,Côte d'Ivoire,1,3,2,1,5,86.0,59.0,50.0,66.0,22.0,65.0,52,59,57,54,56,64,58,44,44,63,86,86,82,58,84,63,80,59,70,58,55,15,62,44,56,54,20,18,14
1,63,70,975000.0,800.0,21,186,76,Degerfors IF,Swedish Allsvenskan,2023.0,Sweden,1,3,2,1,4,66.0,53.0,65.0,63.0,33.0,53.0,64,62,42,67,38,64,58,45,68,66,65,66,62,50,59,52,51,60,57,38,36,26,64,66,48,59,30,35,40
1,63,86,1500000.0,3000.0,17,179,73,Tottenham Hotspur,English Premier League,2023.0,England,1,3,3,1,5,72.0,62.0,46.0,60.0,20.0,56.0,43,67,63,50,58,57,45,41,40,65,74,70,62,57,69,62,76,51,56,52,57,13,65,48,66,51,17,16,16
2,63,64,550000.0,2000.0,27,176,72,Arsenal de Sarandí,Argentina Primera División,2022.0,Argentina,1,4,2,1,6,59.0,51.0,63.0,58.0,58.0,64.0,59,48,55,68,44,54,40,49,64,63,64,55,59,65,61,60,55,71,58,49,71,54,55,68,55,60,56,60,70
0,63,70,925000.0,3000.0,23,168,66,Rosario Central,Argentina Primera División,2022.0,Argentina,1,3,2,1,4,64.0,33.0,54.0,60.0,62.0,62.0,63,32,46,56,27,66,45,34,60,51,70,59,56,61,82,35,62,61,64,28,59,58,51,43,43,46,61,68,67
2,63,70,950000.0,500.0,24,176,63,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I,2023.0,Hungary,1,3,2,1,4,76.0,59.0,59.0,65.0,52.0,55.0,52,60,54,67,49,59,47,37,65,64,80,72,84,70,76,66,62,91,39,54,47,48,58,54,48,66,51,57,49
0,63,78,1100000.0,500.0,19,178,69,Independiente del Valle,Ecuadorian Serie A,2025.0,Ecuador,1,2,2,1,4,65.0,26.0,46.0,55.0,60.0,56.0,59,24,58,60,22,46,25,36,26,62,64,65,60,58,71,27,61,62,56,25,48,59,42,32,32,60,57,65,61
1,63,79,1300000.0,500.0,20,186,72,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I,2023.0,Hungary,0,4,3,1,5,82.0,62.0,49.0,64.0,26.0,55.0,56,68,57,42,61,70,73,67,38,59,79,84,62,61,60,58,48,60,57,52,43,20,65,54,61,47,24,23,23
2,63,71,1100000.0,3000.0,22,180,69,Newell's Old Boys,Argentina Primera División,2021.0,Argentina,1,3,2,1,4,71.0,60.0,59.0,62.0,25.0,53.0,59,60,55,62,59,64,56,41,59,59,69,73,64,57,61,60,58,59,51,58,47,22,61,60,64,55,23,22,17
